,股票代码,股票名称,每股收益(元),营业收入(元),营业收入同比增长(%),营业收入季度环比增长(%),净利润(元),净利润同比增长(%),净利润季度环比增长(%),每股净资产(元),净资产收益率(%),每股经营现金流量(元),销售毛利率(%),所属行业,最新公告日期
4005,sz.002568,百润股份,0.24,517201636.03,52.8767520174,-14.0518,130970168.73,112.15,-14.0317,6.246626342996,3.99,0.549076778818,67.3227244722,酿酒行业,2021-04-22
4006,sz.002557,洽洽食品,0.391,1378798821.83,20.2216604088,-15.8431,197581900.74,32.7,-28.2259,8.427157037278,4.62,0.538380588856,30.6821536907,食品饮料,2021-04-22
4007,sz.002546,新联电子,0.0285,68031939.19,-22.1657516327,-58.4019,23737106.09,1.8,-59.1166,3.809671411909,0.75,-0.047727856011,32.3022625867,输配电气,2021-04-22
4008,sz.002471,中超控股,-0.0341,831352046.36,16.5300056924,-57.831,-43293867.19,54.04,-206.2632,1.097349737216,-3.06,-0.114292711096,11.5422352396,输配电气,2021-04-22
4009,sz.002430,杭氧股份,0.31,2408725063.11,28.9464311305,-13.8247,298877538.67,128.32,51.4205,6.90444564297,4.6,-0.015042531976,26.2235478484,专用设备,2021-04-22
4010,sz.002402,和而泰,0.1182,1274848212.03,73.1596701808,-13.5504,107963723.15,74.59,-9.595,3.336013452937,3.5,-0.067083450242,19.8560058697,电子元件,2021-04-22
4011,sz.002391,长青股份,0.0857,735170172.45,21.3600100891,4.5253,56577174.5,12.09,366.6429,6.682401703646,1.29,-0.225970261645,21.3291083379,农药兽药,2021-04-22
4012,sz.002305,南国置业,-0.081,176939535.96,112.5279515257,-83.8582,-140418185.89,24.64,-134.6847,2.238382004847,-3.55,-0.516299822392,-77.0682612736,房地产,2021-04-22
4013,sz.002301,齐心集团,0.07,2059939043.47,35.3207127132,7.6303,54312504.47,5.83,240.0047,4.8589559469,1.55,0.08775183464,9.5104266085,文教休闲,2021-04-22
4014,sz.002268,卫士通,-0.0903,282760122.23,379.0031498252,-79.8586,-76199276.0,43.91,-129.8544,5.582673728583,-1.61,-0.928790217264,42.2262713987,软件服务,2021-04-22
4015,sz.002247,聚力文化,0.02,239933718.3,79.7742193512,-18.2828,13610808.87,159.28,3238.9836,0.729832004558,2.22,-0.086487838121,25.0153188703,文化传媒,2021-04-22
4016,sz.002241,歌尔股份,0.29,14028169300.89,116.6839387823,-39.0408,965953650.11,228.41,16.1467,6.902758941686,4.64,0.255618362401,14.5567153738,电子元件,2021-04-22
4017,sz.002216,三全食品,0.22,2331140066.94,5.1668061814,35.3808,175890672.32,-31.71,-10.8568,4.00972270485,5.71,-0.101666475698,28.6542802264,食品饮料,2021-04-22
4018,sz.002130,沃尔核材,0.1242,1176524689.08,71.413326712,-11.8545,156304329.27,265.02,58.0736,2.675674303544,4.7,0.015022672187,38.0272646492,材料行业,2021-04-22
4019,sz.002080,中材科技,0.346,3940981890.37,36.4034951835,-31.9494,580702552.06,140.02,15.2087,7.520143523422,4.33,-0.049970978037,30.8871859798,玻璃陶瓷,2021-04-22
4020,sz.002074,国轩高科,0.04,1291880594.42,77.0870049019,-51.1898,47918287.59,42.49,-25.6013,8.534160626449,0.44,0.086338569272,24.9629842869,材料行业,2021-04-22
4021,sz.002066,瑞泰科技,0.0616,1127877841.18,30.6479983758,-6.1589,14229833.74,247.95,-11.8985,2.141183863203,2.92,-0.110283631775,17.3411316571,材料行业,2021-04-22
4022,sz.002064,华峰化学,0.35,5793980097.8,120.7741925098,21.1707,1640049992.84,501.67,58.0091,2.851064170568,13.23,0.067900798649,38.6604952951,化纤行业,2021-04-22
4023,sz.000868,安凯客车,-0.03,385254944.41,41.2636408533,-79.3899,-19238837.51,56.2536478397,88.4766,0.693899578,-3.71,0.01645909786,4.8988495888,汽车行业,2021-04-22
4024,sz.000810,创维数字,0.1464,2219713806.49,29.764241259,-13.651,155628930.67,104.53,51.6231,3.969574112439,3.64,0.02165505523,16.1087963189,通讯行业,2021-04-22
4025,sz.000798,中水渔业,-0.0586,91270878.32,42.7994443011,-49.167,-18714764.35,-51.9399752364,80.9366,1.846834367595,-3.12,-0.064269658137,-4.6409226228,农牧饲渔,2021-04-22
4026,sz.000737,南风化工,0.0091,285171619.62,19.4777366416,-2.7908,5019504.99,-94.17,162.2434,0.923475253918,0.98,0.000790463718,23.5162292445,化工行业,2021-04-22
4027,sz.000698,沈阳化工,0.382,2809107063.99,118.5325420847,-24.4745,312985936.83,309.5360029245,-6.431,5.358710392952,7.39,0.958966980964,19.6237112272,石油行业,2021-04-22
4028,sz.000622,恒立实业,-0.0025,82407811.87,297.894833663,8.4681,-1042165.97,-13.21,51.5487,0.48148224276,-0.51,-0.190845713456,5.338423652,机械行业,2021-04-22
4029,sz.000573,粤宏远A,0.1006,279580948.75,136.2995542739,-5.5535,64202521.87,1179.69,159.2858,2.568385728184,4.0,0.07983705701,32.7326933288,房地产,2021-04-22
4030,sz.000513,丽珠集团,0.56,3349814145.87,33.7397358238,29.093,519651078.57,30.12,77.1359,13.330389984904,4.22,0.54799557721,66.4795242021,医药制造,2021-04-22
4031,sz.000401,冀东水泥,-0.076,5095831046.37,64.3952287698,-50.6466,-51485534.03,81.68,-106.8131,10.505435818014,-0.72,0.310203541645,25.8662696945,水泥建材,2021-04-22
4032,sh.688639,华恒生物,0.38,165075512.38,27.19,30.3038,31082386.65,-7.84,-13.4917,6.430403974938,6.15,-0.076852825062,34.1541389193,化工行业,2021-04-21
4033,sh.688555,泽达易盛,0.12,36014234.39,46.5767587297,-60.6374,9574978.79,17.04,-69.7518,10.117036611118,1.15,-1.687253554326,62.7533778596,软件服务,2021-04-21
4034,sh.688369,致远互联,0.04,117598817.25,66.2255771724,-68.416,3084815.08,3308.5345687019,-93.8772,17.120307370934,0.25,-1.768274805827,68.5853880388,软件服务,2021-04-21
4035,sh.688300,联瑞新材,0.43,139411467.79,98.7015173566,11.0256,36687949.64,105.71,-8.3572,11.636412842344,3.73,0.496516659223,41.6804025172,材料行业,2021-04-21
4036,sh.688160,步科股份,0.21,112105595.86,58.9530981698,-14.4972,17400991.31,79.75,2.2697,7.388787965,2.82,-0.392781247262,38.400976695,仪器仪表,2021-04-21
4037,sh.688020,方邦股份,0.24,58959196.4,-7.0492034154,-20.4015,19468569.71,-44.06,-17.8773,20.36479026025,1.2,0.420281469,64.3035931202,材料行业,2021-04-21
4038,sh.688016,心脉医疗,1.41,197465973.72,99.0722085582,38.9937,101685449.02,70.96,94.764,18.556432428581,7.91,1.506964559118,80.066311786,医疗行业,2021-04-21
4039,sh.688015,交控科技,0.15,363631253.9,33.1675917372,-53.6272,24576139.74,7.21,-77.3574,8.287692704812,1.87,-1.429670064875,33.9052494354,交运设备,2021-04-21
4040,sh.603919,金徽酒,0.23,508327681.62,48.432385314,-25.8465,115325682.28,99.34,-33.1515,5.704338837289,4.08,-0.063621458228,65.4983069187,酿酒行业,2021-04-21
4041,sh.603848,好太太,0.11,210653469.88,72.0363441027,-54.8574,44190328.61,125.16,-61.3221,4.246957774289,2.63,-0.105483408678,43.147109175,金属制品,2021-04-21
4042,sh.603739,蔚蓝生物,0.19,266150358.89,35.4990178197,-0.5113,29018358.94,32.95,-19.2038,6.871559049377,2.78,-0.021699741251,46.161308432,农牧饲渔,2021-04-21
4043,sh.603650,彤程新材,0.25,574381222.01,25.7199162367,5.2629,145375722.46,128.85,79.0007,4.397616192973,5.77,0.09339282355,34.1133201664,化工行业,2021-04-21
4044,sh.603606,东方电缆,0.42,1445926477.03,115.3495214395,-5.4979,277881718.76,245.19,1.4251,5.108481388621,8.51,0.025227636021,29.8746415113,输配电气,2021-04-21
4045,sh.603568,伟明环保,0.29,750506331.81,72.1564111098,-24.2937,367694200.16,87.27,5.0789,4.446988347503,6.48,0.137251999176,59.5748088989,环保工程,2021-04-21
4046,sh.603377,东方时尚,0.07,224171973.73,249.6099834911,-15.3309,39717856.11,188.908212578,-48.8863,3.430916923527,1.58,0.128634918996,45.6636393465,文教休闲,2021-04-21
4047,sh.603320,迪贝电气,0.14,243887504.04,87.7965251131,13.6852,17926983.41,25.88,78.0001,5.339306633861,2.46,0.15535062854,15.1078786898,机械行业,2021-04-21
4048,sh.603161,科华控股,0.23,505659916.91,42.1538765867,2.1392,30015570.24,71.38,-19.795,10.026874887256,2.27,0.195925283958,17.2130532259,汽车行业,2021-04-21
4049,sh.603022,新通联,0.02,160171091.4,21.23782811,-26.2999,4241050.47,101.18,-49.7806,3.39206014725,0.63,0.07960421295,20.4423991082,包装材料,2021-04-21
4050,sh.601399,国机重装,0.0099,2056828517.56,12.658492779,-33.7057,71882423.38,3098.88,57.5211,1.749513821896,0.55,-0.014874129691,10.5002141042,专用设备,2021-04-21
4051,sh.601375,中原证券,0.03,1076191096.51,146.4540255223,20.2603,120959031.78,280.2002182842,589.2171,2.905086030036,0.9,0.01875262429,,券商信托,2021-04-21
4052,sh.601069,西部黄金,-0.0361,1216404460.49,78.8376207727,-32.9191,-22979928.34,57.689240346,-150.8119,2.754728183695,-1.3,-0.332319234261,1.8183764906,贵金属,2021-04-21
4053,sh.601012,隆基股份,0.66,15854205451.51,84.3638579207,-23.599,2502196754.0,34.24,13.9672,10.860523977873,6.88,-0.417664029194,23.209523788,材料行业,2021-04-21
4054,sh.600916,中国黄金,0.13,13300319540.95,105.1193214472,27.1506,206299871.27,325.8098116017,20.8054,3.712257313863,3.7,0.282244630631,2.3722631526,珠宝首饰,2021-04-21
4055,sh.600769,祥龙电业,0.0064,11083208.19,77.4460918156,-10.6619,2414567.75,283.2,83.3817,0.167527465163,3.92,0.007725884827,28.0585295042,工程建设,2021-04-21
4056,sh.600230,沧州大化,0.2183,584812397.83,188.7773119044,2.2259,89926063.68,339.6519486734,-56.7082,8.89450392674,2.49,0.206756740416,22.2058429305,化工行业,2021-04-21
4057,sh.600063,皖维高新,0.067,1699820678.82,43.6676248306,-29.176,128979616.89,163.47,-47.8896,2.94629905134,2.41,0.02453843226,19.0364328962,化纤行业,2021-04-21
4058,sz.300946,恒而达,0.52,102717523.92,49.5582422855,-1.0953,34664452.67,124.45,103.3679,14.221045945703,5.44,-0.360315857657,32.4110298316,金属制品,2021-04-21
4059,sz.300923,研奥股份,0.1683,75906889.7,71.1861170757,-25.1819,13228463.66,183.04,51.6555,13.768243614631,1.23,-0.376001232824,38.5496689505,交运设备,2021-04-21
4060,sz.300908,仲景食品,0.4,206978385.28,26.1092077974,15.3579,40463637.7,40.56,82.7873,15.020785961,2.73,0.2519181191,42.4021558876,食品饮料,2021-04-21
4061,sz.300890,翔丰华,0.2011,156019189.09,179.0244124892,84.3068,20107150.54,455.95,248.9074,10.4382530738,1.95,0.2482050259,27.099777679,材料行业,2021-04-21
4062,sz.300827,上能电气,0.21,159997895.76,51.5355087296,-57.0558,15567666.36,-17.33,-28.8132,11.732305110481,1.83,-2.788750062045,25.0943308093,输配电气,2021-04-21
4063,sz.300801,泰和科技,0.1729,412212849.03,19.5814325769,4.6598,37338244.06,-22.8,79.5928,8.824123980926,1.98,0.00693824588,17.0872758081,化工行业,2021-04-21
4064,sz.300799,左江科技,0.2041,40368936.81,866.8905608587,-68.3596,20820702.74,339.93,-68.4522,7.12593089038,2.91,-0.274908836305,84.4609247711,电子信息,2021-04-21
4065,sz.300699,光威复材,0.42,624988862.6,28.0700668253,21.9989,218472279.76,27.32,86.2677,7.440612484788,5.87,-0.353582710273,54.6263662603,化工行业,2021-04-21
4066,sz.300685,艾德生物,0.2,173734244.08,91.6459452882,-28.9053,43427819.49,67.59,-19.8688,5.320045105452,3.78,0.280984827103,82.555598339,医药制造,2021-04-21
4067,sz.300453,三鑫医疗,0.13,246148032.6,42.8232373501,-4.737,34044129.84,180.35,1.4191,3.122651877877,4.24,0.024935797248,32.6706135574,医疗行业,2021-04-21
4068,sz.300390,天华超净,0.27,668022620.2,187.8361728816,167.9938,146133289.19,207.45,159.8896,2.500428587278,11.36,-0.130164427002,35.6352175258,电子元件,2021-04-21
4069,sz.300383,光环新网,0.15,1959759515.5,-18.8174249198,11.6894,223900118.18,1.38,-3.1515,6.129092549359,2.39,0.216151618963,19.9257041337,电信运营,2021-04-21
4070,sz.300371,汇中股份,0.0586,55182276.78,31.351834571,-66.434,9722539.27,12.1,-79.0686,4.921009828591,1.19,-0.166970925357,48.4063807959,仪器仪表,2021-04-21
4071,sz.300337,银邦股份,0.013,713857235.51,66.3315925614,1.3431,10673006.0,165.95,-31.5256,1.816943851458,0.72,-0.03146824899,10.471806622,材料行业,2021-04-21
4072,sz.300321,同大股份,0.0377,100087808.99,10.6027290847,-13.4081,3350868.22,-36.57,-52.4747,7.191106982658,0.53,-0.116351040766,13.4115511924,塑胶制品,2021-04-21
4073,sz.300320,海达股份,0.0837,558721991.01,25.8823291563,-11.2947,50298659.52,89.79,40.5012,3.163187960513,2.68,0.180631148687,22.3814285731,塑胶制品,2021-04-21
4074,sz.300284,苏交科,0.0359,856667148.07,23.9031197844,-56.6125,34893169.47,350.7,-80.5828,5.272181055381,0.68,-0.51521556079,24.3280796012,工程建设,2021-04-21
4075,sz.300277,海联讯,0.006,26235221.2,12.3024493878,-87.4004,2000733.95,-38.71,-75.1653,1.451053686687,0.41,0.059844023194,22.4221445482,软件服务,2021-04-21
4076,sz.300271,华宇软件,0.05,453934193.58,81.3233194509,-75.1608,43507960.19,273.86,-82.863,7.851057859718,0.67,-0.873175748426,44.1364851588,软件服务,2021-04-21
4077,sz.300249,依米康,0.0662,241220389.44,72.4284769459,-41.8396,28975925.55,172.82,128.6946,1.482027537195,4.57,-0.05802111812,21.4065128781,软件服务,2021-04-21
4078,sz.300231,银信科技,0.0531,548760742.18,45.3502144866,-38.296,22257062.06,12.49,-11.3889,3.081288780177,1.57,-0.624091156526,16.9892792166,软件服务,2021-04-21
4079,sz.300030,阳普医疗,0.11,230571623.19,56.4296500669,-22.2441,33105576.16,201.56,173.3413,3.368339091934,3.25,0.121288947229,46.5010208614,医疗行业,2021-04-21
4080,sz.300019,硅宝科技,0.0806,358692544.44,130.1276378514,-38.2133,28275640.24,172.1,-57.6266,4.883766596602,2.11,-0.135459221158,25.4667303282,化工行业,2021-04-21
4081,sz.300012,华测检测,0.06,761736975.81,66.7959556452,-37.5242,100038434.6,660.16,-44.2357,2.322109058939,2.63,-0.020496651813,49.961672964,综合行业,2021-04-21
4082,sz.003021,兆威机电,0.43,260216469.17,17.2480053087,-24.0958,45482625.66,1.54,-30.6546,26.429402746227,1.63,0.285942722134,31.436570664,机械行业,2021-04-21
4083,sz.003013,地铁设计,0.25,512551089.77,29.1032386563,-4.5955,101238204.42,25.75,88.6152,4.82272981983,5.39,-0.991939211545,40.4015619268,工程建设,2021-04-21
4084,sz.002970,锐明技术,-0.11,260641481.39,12.452222241,-54.3635,-19539365.92,-226.43,-119.441,8.845913114641,-1.27,-0.152339919097,35.2614701159,电子信息,2021-04-21
4085,sz.002968,新大正,0.3336,425719704.19,54.9578686688,0.0188,35852908.1,44.93,-13.0838,8.246063005379,4.13,-1.409452442585,19.6363307447,房地产,2021-04-21
4086,sz.002772,众兴菌业,0.1281,395772820.2,7.9621614126,-11.9206,43424962.07,-41.83,-36.4136,7.00350152454,1.58,0.26321737547,21.972554845,农牧饲渔,2021-04-21
4087,sz.002733,雄韬股份,0.01,603710284.28,40.5056432309,-21.6233,4110947.16,-85.18,-80.2596,7.603915544085,0.13,-0.007529634307,16.5138428922,电子元件,2021-04-21
4088,sz.002728,特一药业,0.2,194378507.11,10.7779701836,-2.6229,41669534.09,81.78,176.9605,5.246695042605,3.78,0.375341475233,55.3090134081,医药制造,2021-04-21
4089,sz.002691,冀凯股份,0.015,46932785.22,6.4103486257,-41.4571,5113715.01,309.79,266.4832,2.590361936441,0.58,-0.0105920905,42.4631379037,机械行业,2021-04-21
4090,sz.002673,西部证券,0.06,1254666449.58,36.37,-17.6581,261283828.8,2.97,36.9341,5.876276922883,1.0,-1.279060010847,,券商信托,2021-04-21
4091,sz.002539,云图控股,0.18,2950156301.48,37.1711719804,25.5167,180614079.7,210.8,41.0895,3.582994520572,5.12,-0.187286512375,17.3700475254,化肥行业,2021-04-21
4092,sz.002536,飞龙股份,0.1478,906909176.27,38.4322479447,18.2635,74020963.32,196.84,74.8112,4.487156454751,3.41,-0.079391089083,24.0046966671,汽车行业,2021-04-21
4093,sz.002521,齐峰新材,0.18,882131914.03,72.9785891117,15.4111,90068019.32,536.77,65.9204,7.197536413632,2.56,0.229333381477,17.4423226326,造纸印刷,2021-04-21
4094,sz.002472,双环传动,0.08,1174483110.34,103.0216245404,-2.4939,52978658.79,347.7,45.1038,5.091972136012,1.45,0.230846109872,18.5627516173,机械行业,2021-04-21
4095,sz.002442,龙星化工,0.1668,820419968.84,74.0413817349,15.0709,80059480.55,6290.75,42.0101,2.905637365229,5.91,0.024901471854,20.8779965244,化工行业,2021-04-21
4096,sz.002272,川润股份,0.0374,334197344.09,102.0870017237,-6.0342,15960263.58,355.52,8.1847,3.269056938288,1.14,-0.278295989005,26.1907094649,机械行业,2021-04-21
4097,sz.002189,中光学,0.012,832265104.33,105.3380819391,5.0781,3114822.56,112.12,-95.0192,5.670245906863,0.21,-0.889431079838,9.0710339923,电子元件,2021-04-21
4098,sz.002165,红宝丽,0.04,834591265.17,76.308664942,-15.7606,27064505.3,8.89,-42.8734,2.80425622912,1.62,-0.343069713321,14.8173484148,化工行业,2021-04-21
4099,sz.002083,孚日股份,0.1,1275337745.67,9.4975426746,10.0197,86760373.15,-9.34,4805.3795,4.00013332889,2.38,0.240107933425,17.0700600511,纺织服装,2021-04-21
4100,sz.002012,凯恩股份,0.05,515870546.9,93.9852962941,-4.9661,25237225.01,151.27,-20.7916,2.983006609584,1.83,0.009428762274,24.4217409032,造纸印刷,2021-04-21
4101,sz.000788,北大医药,0.0386,512301458.44,41.2027377572,-12.4594,22998217.21,124.2,2565.4691,2.214821812004,1.76,-0.025651465146,46.6360618858,医药制造,2021-04-21
4102,sz.000751,锌业股份,0.0251,1858582963.93,36.2521578726,-4.0423,35354974.22,123.54,-63.0723,2.057582372011,1.23,0.028150831195,7.6998845081,有色金属,2021-04-21
4103,sz.000722,湖南发展,0.04,100260951.64,55.4723297541,-29.392,20396061.35,-35.38,206.1394,6.598161446358,0.67,-0.155918644731,24.9843824343,电力行业,2021-04-21
4104,sz.000631,顺发恒业,0.01,41586707.99,-83.0056093384,-26.2193,20898024.37,-74.83,-61.1411,2.52193321684,0.34,0.100467714316,41.7561732325,房地产,2021-04-21
4105,sz.000404,长虹华意,0.01,3413734003.43,62.8543392724,7.1735,6965669.8,-14.85,-82.494,4.776337861113,0.21,-0.087978505606,7.7543615139,机械行业,2021-04-21
4106,sz.000001,平安银行,0.42,41788000000.0,10.1829879239,13.0077,10132000000.0,18.5,55.1608,15.596877254457,2.72,-0.595331340822,,银行,2021-04-21
4107,sh.688788,科思科技,0.4125,111739152.91,3925.334094005,-64.2503,31155914.17,237.8759905292,-76.3224,38.072592459006,1.09,-0.705848365282,68.3176190815,电子信息,2021-04-20
4108,sh.688689,银河微电,0.14,172120876.56,63.4775067074,-4.3366,17622038.0,118.73,-11.6045,7.633370570872,1.9,0.123863318614,29.7768695549,电子元件,2021-04-20
4109,sh.688607,康众医疗,0.28,88763204.08,112.1399829974,-19.5561,22444014.27,836.0,-23.1307,9.511345011672,3.31,-0.048021210764,46.8635703399,医疗行业,2021-04-20
4110,sh.688596,正帆科技,0.003,171967850.51,55.4564130172,-60.3586,855212.89,112.6990918488,-98.9046,6.653840545536,0.05,-0.1500325023,28.1981923343,专用设备,2021-04-20
4111,sh.688568,中科星图,-0.02,99887074.75,165.3203694367,-74.0716,-4667979.62,76.3693937512,-104.0424,5.624100628818,-0.38,-0.654058171091,46.2716303042,软件服务,2021-04-20
4112,sh.688516,奥特维,0.52,367047962.96,177.6605934126,-25.1895,50915317.23,399.39,-40.7501,11.56048862258,4.57,0.155330995338,37.5533781085,专用设备,2021-04-20
4113,sh.688357,建龙微纳,0.57,125436139.42,65.8300757393,-4.9791,32831979.69,123.42,-2.2603,17.466010444829,3.31,0.878202544794,44.5782806283,化工行业,2021-04-20
4114,sh.688338,赛科希德,0.24,50843046.14,58.4521796918,-28.6541,19451138.7,451.46,-32.9952,16.847971324099,1.42,0.068779847639,61.6326525632,医疗行业,2021-04-20
4115,sh.688310,迈得医疗,0.11,46873165.03,108.61578777,-52.595,9476991.26,78.4,33.5467,8.930970240909,1.28,0.189364837321,49.3299448953,医疗行业,2021-04-20
4116,sh.688208,道通科技,0.24,453703418.27,62.0706821021,-10.0359,110058464.16,78.51,-3.4225,5.428493649156,4.23,0.098905914756,62.2358261453,汽车行业,2021-04-20
4117,sh.688138,清溢光电,0.05,110661580.55,-10.3053673247,6.416,12641875.71,-23.91,-8.0043,4.463566575637,1.07,0.078386448913,30.7471154405,专用设备,2021-04-20
4118,sh.688100,威胜信息,0.11,315686728.29,32.1408203998,-21.9077,53120892.06,62.38,-19.9791,4.8162211955,2.23,0.01006279098,32.049428824,电子信息,2021-04-20
4119,sh.688083,中望软件,0.09,85205724.71,52.1171011568,-52.5826,5785098.37,52.83,-85.6751,43.115595443145,1.46,-0.239592325999,97.3598342392,软件服务,2021-04-20
4120,sh.688059,华锐精密,0.94,109934468.49,111.7746425435,20.3807,34316745.28,261.66,24.3285,18.296146146155,6.26,0.316602503863,51.5988716907,金属制品,2021-04-20
4121,sh.688050,爱博医疗,0.34,84409414.34,222.0125308775,-7.7798,36007232.48,954.25,29.0663,14.781440601282,2.34,0.290210042257,83.0840254826,医疗行业,2021-04-20
4122,sh.688029,南微医学,0.5013,393518815.47,59.4711598488,-0.4764,66848213.45,41.1,27.7514,20.245207113469,2.51,0.429153396655,66.3368966813,医疗行业,2021-04-20
4123,sh.688027,国盾量子,-0.17,4952582.48,219.5499046954,-95.4092,-13442690.89,-52.2692604938,-125.7668,20.71987705625,-0.81,-0.453602956625,45.7835347348,通讯行业,2021-04-20
4124,sh.688011,新光光电,0.095,29268191.13,99.8647614513,-56.4097,9471956.8,645.2,-33.1344,12.4063416291,0.77,-0.236373706,76.5828055121,专用设备,2021-04-20
4125,sh.605399,晨光新材,0.34,267883210.53,89.180316345,6.7941,62705943.25,193.91,21.1072,6.505987022989,5.38,0.159450515272,31.9906861167,化工行业,2021-04-20
4126,sh.605369,拱东医疗,0.99,262034975.47,155.9332407492,8.8218,79363027.05,232.18,18.6114,14.292525229125,6.36,0.937105561625,49.9630249417,医疗行业,2021-04-20
4127,sh.605268,王力安防,0.08,335602964.34,115.6144210572,-53.7576,30105877.54,225.96,-67.6436,3.965529268624,2.7,-0.435737690688,30.4823677887,金属制品,2021-04-20
4128,sh.605186,健麾信息,0.05,40811846.52,33.9745348747,-62.5743,6374142.56,8.34,-82.6311,6.025889113162,0.78,-0.381163697868,53.0674560618,医疗行业,2021-04-20
4129,sh.605099,共创草坪,0.25,533106569.67,48.9968191106,5.1312,98954186.54,47.34,1.9561,4.78118300272,5.29,0.01820034195,31.3369430381,文教休闲,2021-04-20
4130,sh.605098,行动教育,0.07,75049448.91,102.9986257812,,4326415.88,149.26,,7.132048094809,0.96,0.917676459207,74.0871409018,文教休闲,2021-04-20
4131,sh.605016,百龙创园,0.18,133751255.94,43.32,,17452181.42,17.61,,7.458367628211,2.49,0.065244623579,29.9718009287,食品饮料,2021-04-20
4132,sh.605008,长鸿高科,0.13,389196619.36,33.6916329026,-5.9371,58017455.95,166.29,-59.7682,3.947095581853,3.26,-0.192039879344,26.3971420484,化工行业,2021-04-20
4133,sh.603992,松霖科技,0.18,531058399.72,64.1980111118,-19.2007,73639700.1,110.05,-5.8391,5.186920248554,3.6,0.015442121575,31.8617681594,金属制品,2021-04-20
4134,sh.603950,长源东谷,0.44,508373463.98,89.5182557596,8.969,102589501.53,131.87,5.5087,9.095073878681,4.99,0.541250074421,34.4758061323,汽车行业,2021-04-20
4135,sh.603890,春秋电子,0.21,918745901.73,92.3411534726,-21.1583,79363172.8,89.46,57.912,4.842744985973,4.31,0.135114494568,17.3915439731,电子信息,2021-04-20
4136,sh.603882,金域医学,1.16,2678827943.92,128.8090353221,10.8622,538090179.47,1023.12,18.3196,9.713936413374,13.23,0.347171824141,47.0981254957,医疗行业,2021-04-20
4137,sh.603806,福斯特,0.64,2814321050.91,86.5054824218,-3.7452,495039346.85,219.7,-28.6393,11.894475335332,5.35,-1.001326700283,28.9658272892,塑胶制品,2021-04-20
4138,sh.603801,志邦家居,0.1887,682512116.79,109.0870562916,-53.5126,50599238.65,213.23,-74.4063,10.309684694933,2.24,-0.886140962416,36.4766761433,木业家具,2021-04-20
4139,sh.603773,沃格光电,0.1153,188790945.05,79.2885299016,12.1299,10905073.91,274.3002145953,1488.0351,16.935841134228,0.67,,29.6165962754,电子元件,2021-04-20
4140,sh.603663,三祥新材,0.12,226124221.31,24.9088814316,-6.7658,23034226.94,11.33,9.5416,3.324890242552,3.45,0.303407104738,25.9045921488,材料行业,2021-04-20
4141,sh.603638,艾迪精密,0.33,894864819.22,134.1914920785,38.1908,195850969.61,127.88,105.6693,4.422281985098,7.69,0.008327494945,36.8288595553,专用设备,2021-04-20
4142,sh.603601,再升科技,0.1118,452243825.57,40.7821199307,-20.0532,80444838.44,25.13,91.0526,2.650095379646,4.31,0.035187271472,32.6049312811,材料行业,2021-04-20
4143,sh.603583,捷昌驱动,0.24,451902521.08,32.4599638241,-12.314,64322875.77,17.99,12.6124,13.335112462915,2.8,0.016042787731,30.6181481527,输配电气,2021-04-20
4144,sh.603538,美诺华,0.34,338290234.9,18.5489268125,37.8165,50345263.7,15.43,91.1034,10.599620352211,3.04,-0.12525135777,34.9802442701,医药制造,2021-04-20
4145,sh.603516,淳中科技,0.09,85894963.52,70.5141085934,-48.3552,11874510.27,410.06,-73.0381,7.340687849919,1.14,-0.051358638119,62.3310470439,安防设备,2021-04-20
4146,sh.603385,惠达卫浴,0.1059,709331377.03,43.1434878052,-28.1885,40231135.2,39.84,-47.9545,9.825855907476,1.08,-0.28365653096,27.5922911742,装修装饰,2021-04-20
4147,sh.603326,我乐家居,0.0364,281439999.52,44.3401880637,-51.9212,11646760.57,458.4,-88.0496,3.525521121412,1.03,-0.837565855634,40.0916697671,木业家具,2021-04-20
4148,sh.603298,杭叉集团,0.25,3351876868.96,63.9187614016,3.3517,220711635.31,44.92,4.4384,5.926645489226,4.39,0.491899927056,18.644384413,机械行业,2021-04-20
4149,sh.603278,大业股份,0.18,1148902394.93,120.0070904038,15.6024,52595816.52,827.298757387,111.3773,5.917903974826,2.94,-0.350629472373,10.0737384795,金属制品,2021-04-20
4150,sh.603186,华正新材,0.45,769586422.92,86.9061349783,6.8676,63350984.43,259.28,96.2604,10.698056373448,4.26,0.601064558329,20.7578111324,金属制品,2021-04-20
4151,sh.603178,圣龙股份,0.1195,344256276.03,39.2082388373,-9.8809,24012332.38,3577.17,39.926,3.475649309383,3.5,0.333753140664,15.1974713586,汽车行业,2021-04-20
4152,sh.603128,华贸物流,0.14,4485945910.72,106.1348428689,4.8154,185138947.84,231.91,46.0241,3.645059065026,3.96,-0.031701885375,11.1875692003,交运物流,2021-04-20
4153,sh.603109,神驰机电,0.31,479085398.72,86.1574994107,8.9798,45077070.14,123.65,387.7984,9.291382687121,3.36,-1.005439798255,20.8755805139,专用设备,2021-04-20
4154,sh.603105,芯能科技,0.02,86424632.02,-6.8960080795,5.6983,10275811.42,17.67,74.7242,3.08510981316,0.67,0.01745170446,43.696477957,输配电气,2021-04-20
4155,sh.601798,蓝科高新,-0.057,71117546.25,-58.2921802371,-85.4918,-20236199.89,-230.53,-470.1957,4.999951517622,-1.14,-0.034503808636,25.8536631809,机械行业,2021-04-20
