,股票代码,股票名称,所属地域,行业,业绩预告发布日期,业绩预告统计日期,业绩预告类型,业绩预告摘要,预告归属于母公司的净利润增长上限(%),预告归属于母公司的净利润增长下限(%)
1260,sz.000960,锡业股份,云南,小金属,2020/7/15,2020/6/30,预减,"预计2020年1-6月归属于上市公司股东的净利润盈利:19,000万元至21,000万元,同比上年下降:54.02%至58.4%。",-54.02,-58.4
1261,sz.000961,中南建设,江苏,建筑工程,2020/1/14,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:394,700万元至460,500万元,同比上年增长:80%至110%。",110,80
1262,sz.000961,中南建设,江苏,建筑工程,2020/4/30,2020/6/30,预增,预计2020年1-6月归属于上市公司股东的净利润同比增加50%以上。,0,50
1263,sz.000961,中南建设,江苏,建筑工程,2020/7/14,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:196,800万元至223,100万元,同比上年增长:50%至70%。",70,50
1264,sz.000961,中南建设,江苏,建筑工程,2020/8/25,2020/9/30,预增,预计2020年1-9月归属于上市公司股东的净利润同比上年增长50%以上。,0,50
1265,sz.000961,中南建设,江苏,建筑工程,2020/10/14,2020/9/30,预增,"预计2020年1-9月归属于上市公司股东的净利润盈利:347,800万元至376,300万元,同比上年增长:53.6%至66.2%。",66.2,53.6
1266,sz.000961,中南建设,江苏,建筑工程,2020/10/30,2020/12/31,预增,预计2020年1-12月归属于上市公司股东的净利润同比上年增长50%以上。,0,50
1267,sz.000961,中南建设,江苏,建筑工程,2021/1/13,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:600,000万元至800,000万元,同比上年增长:44.12%至92.17%。",92.17,44.12
1268,sz.000962,东方钽业,宁夏,小金属,2020/4/15,2020/3/31,首亏,预计2020年1-3月归属于上市公司股东的净利润亏损:400万元至700万元。,-233.082213,-332.893873
1269,sz.000962,东方钽业,宁夏,小金属,2020/7/8,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,300万元至1,900万元,同比上年增长:345%至550%。",550,345
1270,sz.000962,东方钽业,宁夏,小金属,2020/10/14,2020/9/30,预增,"预计2020年1-9月归属于上市公司股东的净利润盈利:1,900万元至2,800万元,同比上年增长:14.22%至68.33%。",68.33,14.22
1271,sz.000965,天保基建,天津,区域地产,2020/1/21,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:16,000万元至20,000万元,同比上年增长:66.49%至108.11%。",108.11,66.49
1272,sz.000965,天保基建,天津,区域地产,2020/4/15,2020/3/31,扭亏,"预计2020年1-3月归属于上市公司股东的净利润盈利:8,500万元至9,500万元,同比上年增长:532.58%至583.47%。",583.47,532.58
1273,sz.000965,天保基建,天津,区域地产,2020/4/29,2020/6/30,扭亏,"预计2020年1-6月归属于上市公司股东的净利润盈利:7,500万元至11,000万元,同比上年增长:399.6%至539.42%。",539.42,399.6
1274,sz.000965,天保基建,天津,区域地产,2020/8/28,2020/9/30,扭亏,"预计2020年1-9月归属于上市公司股东的净利润盈利:8,000万元至10,000万元,同比上年增长:365.47%至431.84%。",431.84,365.47
1275,sz.000965,天保基建,天津,区域地产,2021/1/29,2020/12/31,预减,"预计2020年1-12月归属于上市公司股东的净利润盈利:8,000万元至10,000万元,同比上年下降:47.3%至57.84%。",-47.3,-57.84
1276,sz.000966,长源电力,湖北,火力发电,2020/1/8,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:55,200万元至61,400万元,同比上年增长:164.51%至194.22%。",194.22,164.51
1277,sz.000966,长源电力,湖北,火力发电,2020/4/10,2020/3/31,预减,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,600万元至3,800万元,同比上年下降:82.87%至88.28%。",-82.87,-88.28
1278,sz.000966,长源电力,湖北,火力发电,2020/10/13,2020/9/30,预减,"预计2020年1-9月归属于上市公司股东的净利润盈利:20,000万元至26,000万元,同比上年下降:47.46%至59.58%。",-47.46,-59.58
1279,sz.000967,盈峰环境,浙江,环境保护,2020/1/22,2019/12/31,略增,"预计2019年1-12月归属于上市公司股东的净利润盈利:141,000万元至150,000万元,同比上年增长:4.26%至10.91%。",10.91,4.26
1280,sz.000968,蓝焰控股,山西,煤炭开采,2020/1/22,2019/12/31,略减,"预计2019年1-12月归属于上市公司股东的净利润盈利:52,000万元至62,000万元,同比上年下降:8.63%至23.37%。",-8.63,-23.37
1281,sz.000968,蓝焰控股,山西,煤炭开采,2020/4/15,2020/3/31,略减,"预计2020年1-3月归属于上市公司股东的净利润盈利:9,200万元至11,200万元,同比上年下降:10.88%至26.79%。",-10.88,-26.79
1282,sz.000968,蓝焰控股,山西,煤炭开采,2020/7/15,2020/6/30,略减,"预计2020年1-6月归属于上市公司股东的净利润盈利:19,500万元至21,500万元,同比上年下降:35.53%至41.53%。",-35.53,-41.53
1283,sz.000968,蓝焰控股,山西,煤炭开采,2020/10/15,2020/9/30,预减,"预计2020年1-9月归属于上市公司股东的净利润盈利:22,000万元至24,000万元,同比上年下降:52.6%至56.55%。",-52.6,-56.55
1284,sz.000968,蓝焰控股,山西,煤炭开采,2021/1/29,2020/12/31,预减,"预计2020年1-12月归属于上市公司股东的净利润盈利:12,200万元至18,200万元,同比上年下降:67.35%至78.11%。",-67.35,-78.11
1285,sz.000969,安泰科技,北京,钢加工,2020/1/15,2019/12/31,扭亏,"预计2019年1-12月归属于上市公司股东的净利润盈利:14,000万元至17,000万元,同比上年增长:164.32%至178.1%。",178.1,164.32
1286,sz.000969,安泰科技,北京,钢加工,2020/4/10,2020/3/31,预减,"预计2020年1-3月归属于上市公司股东的净利润盈利:800万元至1,200万元,同比上年下降:78.05%至85.37%。",-78.05,-85.37
1287,sz.000970,中科三环,北京,元器件,2020/4/15,2020/3/31,预减,"预计2020年1-3月归属于上市公司股东的净利润盈利:900万元至1,770万元,同比上年下降:60%至80%。",-60,-80
1288,sz.000970,中科三环,北京,元器件,2020/7/15,2020/6/30,预减,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,000万元至3,000万元,同比上年下降:70.09%至80.06%。",-70.09,-80.06
1289,sz.000970,中科三环,北京,元器件,2020/10/15,2020/9/30,预减,"预计2020年1-9月归属于上市公司股东的净利润盈利:5,500万元至7,000万元,同比上年下降:55.15%至64.76%。",-55.15,-64.76
1290,sz.000971,*ST高升,湖北,互联网,2020/1/22,2019/12/31,减亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:35,000万元至70,000万元。",84.062175,68.124349
1291,sz.000971,*ST高升,湖北,互联网,2020/4/15,2020/3/31,首亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:2,000万元至3,000万元。",-144.46613,-166.699195
1292,sz.000971,*ST高升,湖北,互联网,2020/7/15,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:800万元至1,200万元,同比上年增长:5.55%至58.32%。",58.32,5.55
1293,sz.000971,*ST高升,湖北,互联网,2020/10/15,2020/9/30,扭亏,"预计2020年1-9月归属于上市公司股东的净利润盈利:1,000万元至1,500万元。",242.302782,194.868521
1294,sz.000971,*ST高升,湖北,互联网,2021/1/30,2020/12/31,扭亏,"预计2020年1-12月归属于上市公司股东的净利润盈利:8,000万元至12,000万元。",119.042121,112.694747
1295,sz.000972,ST中基,新疆,食品,2020/1/18,2019/12/31,扭亏,预计2019年1-12月归属于上市公司股东的净利润盈利:435万元至650万元。,101.533546,101.026296
1296,sz.000972,ST中基,新疆,食品,2020/4/11,2020/3/31,增亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:1,250万元至1,560万元。",-39.401015,-73.972466
1297,sz.000972,ST中基,新疆,食品,2020/7/15,2020/6/30,首亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:3,200万元至4,800万元。",-213.430277,-270.145416
1298,sz.000972,ST中基,新疆,食品,2020/10/15,2020/9/30,首亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:3,000万元至5,500万元。",-231.230657,-340.589538
1299,sz.000972,ST中基,新疆,食品,2021/2/10,2020/12/31,首亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:11,900万元至17,800万元。",-2491.585308,-3677.329284
1300,sz.000973,佛塑科技,广东,塑料,2020/1/16,2019/12/31,预减,"预计2019年1-12月归属于上市公司股东的净利润盈利:3,000万元至4,500万元,同比上年下降:61.25%至74.17%。",-61.25,-74.17
1301,sz.000973,佛塑科技,广东,塑料,2020/4/14,2020/3/31,略减,"预计2020年1-3月归属于上市公司股东的净利润盈利:750万元至1,000万元,同比上年下降:10.98%至33.24%。",-10.98,-33.24
1302,sz.000973,佛塑科技,广东,塑料,2020/7/14,2020/6/30,略减,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,800万元至3,200万元,同比上年下降:1.18%至13.53%。",-1.18,-13.53
1303,sz.000973,佛塑科技,广东,塑料,2020/10/14,2020/9/30,预减,"预计2020年1-9月归属于上市公司股东的净利润盈利:4,500万元至5,000万元,同比上年下降:49.95%至54.95%。",-49.95,-54.95
1304,sz.000973,佛塑科技,广东,塑料,2021/1/23,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:5,500万元至7,500万元,同比上年增长:26.79%至72.89%。",72.89,26.79
1305,sz.000973,佛塑科技,广东,塑料,2021/1/27,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:5,500万元至7,500万元,同比上年增长:26.79%至72.89%。",72.89,26.79
1306,sz.000975,银泰黄金,内蒙,黄金,2020/4/11,2020/3/31,预增,"预计2020年1-3月归属于上市公司股东的净利润盈利:约26,500万元至27,500万元,同比上年增长:约55.6%至61.47%。",61.47,55.6
1307,sz.000975,银泰黄金,内蒙,黄金,2020/7/14,2020/6/30,略增,"预计2020年1-6月归属于上市公司股东的净利润盈利:60,000万元至63,000万元,同比上年增长:约36.97%至43.81%。",43.81,36.97
1308,sz.000975,银泰黄金,内蒙,黄金,2020/10/14,2020/9/30,略增,"预计2020年1-9月归属于上市公司股东的净利润盈利:94,000万元至98,000万元,同比上年增长:42.78%至48.86%。",48.86,42.78
1309,sz.000975,银泰黄金,内蒙,黄金,2021/1/12,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:约122,711.49万元至129,624.81万元,同比上年增长:约42%至50%。",50,42
1310,sz.000976,华铁股份,广东,运输设备,2020/1/17,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:32,000万元至33,000万元,同比上年增长:120%至127%。",127,120
1311,sz.000976,华铁股份,广东,运输设备,2020/8/31,2020/9/30,预增,"预计2020年1-9月净利润盈利:28,000万元至32,500万元,同比上年增长:30.09%至50.99%。",50.99,30.09
1312,sz.000976,华铁股份,广东,运输设备,2020/12/30,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:42,000万元至47,000万元,同比上年增长:38.77%至55.29%。",55.29,38.77
1313,sz.000977,浪潮信息,山东,IT设备,2020/1/17,2019/12/31,略增,"预计2019年1-12月归属于上市公司股东的净利润盈利:85,618万元至98,790万元,同比上年增长:30%至50%。",50,30
1314,sz.000977,浪潮信息,山东,IT设备,2021/1/30,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:135,000万元至163,000万元,同比上年增长:45.36%至75.51%。",75.51,45.36
1315,sz.000978,桂林旅游,广西,旅游景点,2020/1/22,2019/12/31,略减,"预计2019年1-12月归属于上市公司股东的净利润盈利:约5,500万元,同比上年下降:约31.59%。",-31.59,-31.59
1316,sz.000978,桂林旅游,广西,旅游景点,2020/4/15,2020/3/31,增亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:6,750万元。",-3366.963655,-3366.963655
1317,sz.000978,桂林旅游,广西,旅游景点,2020/7/15,2020/6/30,首亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:11,200万元。",-1229.459702,-1229.459702
1318,sz.000978,桂林旅游,广西,旅游景点,2020/10/15,2020/9/30,首亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:约12,850万元。",-333.754387,-333.754387
1319,sz.000978,桂林旅游,广西,旅游景点,2021/1/30,2020/12/31,首亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:27,350万元。",-597.104762,-597.104762
1320,sz.000980,*ST众泰,浙江,汽车配件,2020/1/21,2019/12/31,首亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:约600,000万元至900,000万元,同比上年下降:850%至1225%。",-850,-1225
1321,sz.000980,*ST众泰,浙江,汽车配件,2020/4/30,2020/6/30,增亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:70,000万元-100,000万元,同比上年下降:141.04%-244.34%。",-141.04,-244.34
1322,sz.000980,*ST众泰,浙江,汽车配件,2020/6/19,2019/12/31,首亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:约1,080,000万元至1,150,000万元,比上年同期下降:1450%-1538%",-1450,-1538
1323,sz.000980,*ST众泰,浙江,汽车配件,2020/7/15,2020/6/30,增亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:约75,000万元至105,000万元,同比上年下降:158.25%至261.56%。",-158.25,-261.56
1324,sz.000980,*ST众泰,浙江,汽车配件,2020/8/29,2020/9/30,增亏,"预计2020年1-9月净利润亏损:120,000万元至160,000万元,同比上年下降:57.9%至110.53%。",-57.9,-110.53
1325,sz.000980,*ST众泰,浙江,汽车配件,2020/10/15,2020/9/30,增亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:130,000万元至160,000万元,同比上年下降:71.06%至110.53%。",-71.06,-110.53
1326,sz.000980,*ST众泰,浙江,汽车配件,2020/10/31,2020/12/31,减亏,"预计2020年1-12月净利润亏损:220,000万元至330,000万元,同比上年增长:70.51%至80.34%。",80.34,70.51
1327,sz.000980,*ST众泰,浙江,汽车配件,2021/1/30,2020/12/31,减亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:600,000万元至900,000万元,同比上年增长:19.57%至46.38%。",46.38,19.57
1328,sz.000981,*ST银亿,甘肃,汽车配件,2020/1/31,2019/12/31,增亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:485,000万元至595,000万元,同比上年下降:341.46%至441.59%。",-341.46,-441.59
1329,sz.000981,*ST银亿,甘肃,汽车配件,2020/4/30,2019/12/31,增亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:670,000万元_720,000万元,比上年同期下降:509.85%-555.36%。",-509.85,-555.36
1330,sz.000981,*ST银亿,甘肃,汽车配件,2020/7/15,2020/6/30,扭亏,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,600万元至2,400万元。",110.934962,107.289975
1331,sz.000981,*ST银亿,甘肃,汽车配件,2020/10/15,2020/9/30,扭亏,"预计2020年1-9月归属于上市公司股东的净利润盈利:2,300万元至3,400万元。",105.178576,103.503155
1332,sz.000981,*ST银亿,甘肃,汽车配件,2021/1/30,2020/12/31,减亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:40,000万元至60,000万元,同比上年增长:91.64%至94.42%。",94.42,91.64
1333,sz.000982,*ST中绒,宁夏,纺织,2020/1/21,2019/12/31,续亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:250,000万元至320,000万元,同比上年变动:-7.27%至16.19%。",16.19,-7.27
1334,sz.000982,*ST中绒,宁夏,纺织,2020/4/15,2020/3/31,扭亏,预计2020年1-3月归属于上市公司股东的净利润盈利:160万元至200万元。,100.864807,100.691846
1335,sz.000982,*ST中绒,宁夏,纺织,2020/7/14,2020/6/30,扭亏,预计2020年1-6月归属于上市公司股东的净利润盈利:700万元至800万元。,101.385396,101.212222
1336,sz.000982,*ST中绒,宁夏,纺织,2020/10/14,2020/9/30,扭亏,"预计2020年1-9月归属于上市公司股东的净利润盈利:1,550万元至1,650万元。",102.399451,102.254029
1337,sz.000982,*ST中绒,宁夏,纺织,2021/1/7,2020/12/31,扭亏,"预计2020年1-12月归属于上市公司股东的净利润盈利:3,900万元至4,200万元。",101.53734,101.42753
1338,sz.000985,大庆华科,黑龙江,化工原料,2020/4/14,2020/3/31,首亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:2,300万元至2,500万元。",-397.218137,-423.063192
