,ts_code,name,area,industry,list_date,close,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
209,000651.SZ,格力电器,广东,家用电器,19961118,59.0,1.0159,0.89,14.3715,21.8043,3.2613,1.7912,2.1001,3.7023,3.7023,601573.0878,596990.8834,456328.6624,35492812.1802,35222462.1206
210,000652.SZ,泰达股份,天津,批发业,19961128,4.63,2.4703,0.78,21.6456,20.7554,1.4069,0.3389,0.3531,0.8639,0.8639,147557.3852,147435.6969,98777.6458,683190.6935,682627.2766
211,000655.SZ,金岭矿业,山东,普钢,19961128,6.79,4.4068,0.78,22.5043,18.9809,1.4512,3.0259,3.0313,,,59534.023,59534.023,24760.0085,404236.0162,404236.0162
212,000656.SZ,金科股份,重庆,区域地产,19961128,7.27,0.9554,0.57,6.8395,6.3305,1.3162,0.5728,0.537,6.1806,6.1806,533971.5816,528662.6206,309774.1798,3881973.3982,3843377.2518
213,000657.SZ,中钨高新,海南,小金属,19961205,7.13,5.2889,0.87,61.0094,45.1175,1.7302,0.9298,0.855,,,105429.0442,94769.443,51797.2894,751709.0851,675706.1286
214,000659.SZ,珠海中富,广东,广告包装,19961203,3.47,3.5659,0.97,246.8981,404.6353,6.2525,2.8635,3.3691,,,128570.252,128570.252,93726.8112,446138.7744,446138.7744
215,000661.SZ,长春高新,吉林,生物制药,19961218,470.14,1.7839,0.93,107.1967,68.0869,18.7625,25.8046,22.8454,0.1064,0.1064,40472.029,36076.3102,27627.5262,19027519.7141,16960916.4774
216,000662.SZ,*ST天夏,广西,软件服务,19961216,,,,,,,,,,,,,,,
217,000663.SZ,*ST永林,福建,林业,19961206,4.27,3.1305,2.02,,,2.8254,2.0475,2.6803,,,33668.3929,29133.8251,21139.8579,143764.0377,124401.4332
218,000665.SZ,湖北广电,湖北,影视音像,19961210,4.25,0.7585,0.61,40.5434,,0.6428,1.5898,1.7576,0.7059,0.7059,98188.5798,98183.1093,45360.6344,417301.4642,417278.2145
219,000666.SZ,经纬纺机,北京,多元金融,19961210,7.31,0.6951,0.61,10.4973,14.345,0.572,1.0983,1.6144,0.4104,0.4104,70413.0,29348.5665,28487.0417,514719.03,214538.0211
220,000667.SZ,美好置业,云南,全国地产,19961205,1.96,6.8512,0.61,72.291,,0.6976,1.3213,1.2046,,,246698.8633,244731.4632,204848.623,483529.7721,479673.6679
221,000668.SZ,荣丰控股,上海,区域地产,19961210,13.61,0.92,0.58,54.5332,,2.11,4.7713,22.3305,0.4409,0.4409,14684.189,14668.8393,8676.231,199851.8123,199642.9029
222,000669.SZ,*ST金鸿,吉林,供气供热,19961210,1.97,1.8226,1.45,,,0.9021,0.3596,0.502,,,68040.8797,68040.8797,39777.6423,134040.533,134040.533
223,000671.SZ,阳光城,福建,区域地产,19961218,6.2,1.2493,0.69,6.3792,4.8541,0.8427,0.4201,0.31,3.1644,3.1644,413639.257,405321.3948,190270.9506,2564563.3934,2512992.6478
224,000672.SZ,上峰水泥,甘肃,水泥,19961218,17.52,3.4729,0.96,6.114,6.1846,2.2852,1.9232,1.957,5.064,5.064,81361.9871,81361.9871,30564.6828,1425462.014,1425462.014
225,000673.SZ,*ST当代,山西,影视音像,19970124,1.3,0.7101,0.74,,,,2.0788,4.0211,,,79155.0442,78951.0358,51373.999,102901.5575,102636.3465
226,000676.SZ,智度股份,河南,互联网,19961224,5.3,4.7899,1.33,11.3381,88.9989,1.0629,0.6474,0.5984,0.4341,0.4341,132570.0535,102316.7215,61257.9355,702621.2836,542278.624
227,000677.SZ,恒天海龙,山东,化纤,19961226,2.61,0.6268,0.31,316.4473,339.8759,7.9086,2.852,3.3025,,,86397.7948,86397.7948,57592.7701,225498.2444,225498.2444
228,000678.SZ,襄阳轴承,湖北,机械基件,19970106,4.65,2.1988,0.59,174.2643,,1.8857,1.7217,1.85,,,45961.1797,45961.1797,24805.2667,213719.4856,213719.4856
229,000679.SZ,*ST友谊,辽宁,百货,19970124,3.19,0.9747,3.51,,,1.733,1.4655,3.6556,,,35640.0,35633.4163,25486.9563,113691.6,113670.598
230,000680.SZ,山推股份,山东,工程机械,19970122,4.03,6.8391,0.88,90.0749,128.6862,1.4541,0.7968,0.751,,,126605.7611,105696.3053,87635.0654,510221.2172,425956.1104
231,000681.SZ,视觉中国,江苏,互联网,19970121,14.28,1.1875,0.54,45.6714,79.1634,3.1588,13.8542,17.2956,0.2241,0.2241,70057.7436,66417.7068,46693.5799,1000424.5786,948444.8531
232,000682.SZ,东方电子,山东,软件服务,19970121,4.39,0.6543,0.77,23.8209,22.7489,1.7316,1.7217,1.5703,0.8656,0.8656,134072.7007,97802.2745,78496.1319,588579.1561,429351.9851
233,000683.SZ,远兴能源,内蒙,化工原料,19970131,2.03,0.6822,0.64,11.2879,,0.7532,0.9882,1.023,,,374488.4991,340150.9404,238019.2001,760211.6532,690506.409
234,000685.SZ,中山公用,广东,水务,19970123,7.93,1.095,0.91,11.1792,8.584,0.8485,5.2702,5.09,3.1526,3.1526,147511.1351,125322.9908,57994.6553,1169763.3013,993811.317
235,000686.SZ,东北证券,吉林,证券,19970227,8.95,1.7868,1.04,20.7998,18.8457,1.2839,2.6286,3.0808,1.1173,1.1173,234045.2915,234045.2915,134321.0589,2094705.3589,2094705.3589
236,000687.SZ,*ST华讯,河北,通信设备,19970221,1.7,0.9852,0.7,,,,5.2042,,,,76619.9362,75286.4376,41007.6295,130253.8915,127986.9439
237,000688.SZ,国城矿业,重庆,铅锌,19970120,8.73,1.965,0.57,58.11,150.0162,4.4893,9.7289,9.4141,,,113729.9314,113729.4994,29599.5242,992862.3011,992858.5298
238,000690.SZ,宝新能源,广东,火力发电,19970128,7.69,2.3894,1.31,18.9457,9.1188,1.5928,2.9737,2.2468,2.6008,2.6008,217588.7862,208412.2831,173598.0773,1673257.7659,1602690.457
239,000691.SZ,亚太实业,甘肃,化工原料,19970228,5.95,20.7577,3.79,,112.7692,20.051,138.2601,10.7249,,,32327.0,29048.63,22008.8805,192345.65,172839.3485
240,000692.SZ,惠天热电,辽宁,供气供热,19970227,2.61,0.7956,0.97,,,1.4801,0.7515,0.7568,,,53283.2976,53278.588,34573.5762,139069.4067,139057.1147
241,000695.SZ,滨海能源,天津,广告包装,19970218,4.91,1.5701,0.85,81.8291,,2.9917,1.8825,2.0533,,,22214.7539,22172.1339,14942.5682,109074.4416,108865.1774
242,000697.SZ,炼石航空,陕西,航空,19970325,10.13,3.1171,1.05,,,5.0978,3.4363,5.0908,,,67161.6059,57688.8733,41997.6947,680347.0678,584388.2865
243,000698.SZ,沈阳化工,辽宁,化工原料,19970220,5.94,15.0464,1.51,,,1.3007,0.4417,0.5064,,,81951.4395,78569.0924,43237.6101,486791.5506,466700.4089
244,000700.SZ,模塑科技,江苏,汽车配件,19970228,5.63,2.0472,0.61,50.2565,,1.9857,0.9405,0.9201,2.309,2.309,91705.2789,80708.2115,56990.7707,516300.7202,454387.2307
245,000701.SZ,厦门信达,福建,综合类,19970226,4.54,1.3066,0.98,,,10.8405,0.0227,0.0266,,,41871.3056,40648.6156,28432.4548,190095.7274,184544.7148
246,000702.SZ,正虹科技,湖南,饲料,19970318,5.2,4.5813,0.79,148.0255,212.4669,2.5661,1.2346,1.5853,,,26663.4576,26663.4576,19961.696,138649.9795,138649.9795
247,000703.SZ,恒逸石化,广西,化纤,19970328,13.91,3.2063,0.91,15.9969,12.6623,2.0412,0.6432,0.6504,2.2196,2.2196,368164.5407,337845.3876,182697.4845,5121168.7611,4699429.3415
248,000705.SZ,浙江震元,浙江,医药商业,19970410,6.69,0.369,0.62,10.5652,10.3976,1.2843,0.6892,0.6693,0.8969,0.8969,33412.3286,28198.3639,25075.8125,223528.4783,188647.0545
249,000707.SZ,ST双环,湖北,化工原料,19970415,2.08,1.1695,1.09,85.7294,,,0.4189,0.5234,,,46414.5765,46414.4265,34758.1055,96542.3191,96542.0071
250,000708.SZ,中信特钢,湖北,特种钢,19970326,27.62,0.5893,0.85,25.88,22.9785,5.2255,1.9196,1.9735,2.1297,2.1297,504714.3433,125915.6149,81505.0733,13940210.1619,3477789.2835
251,000709.SZ,河钢股份,河北,普钢,19970416,2.12,0.6016,0.66,8.7953,11.6257,0.4577,0.1853,0.2086,,,1061860.7852,1061689.2601,402068.5877,2251144.8646,2250781.2314
252,000710.SZ,贝瑞基因,四川,医疗保健,19970422,36.0,3.9541,0.79,32.681,55.9743,5.4834,7.8916,8.3375,,,35460.5865,35408.8027,18402.7782,1276581.114,1274716.8972
253,000711.SZ,京蓝科技,黑龙江,软件服务,19970411,2.17,0.7434,0.44,,,0.529,1.1683,2.0819,,,102366.7816,82186.5026,38349.0827,222135.9161,178344.7106
254,000712.SZ,锦龙股份,广东,证券,19970415,15.2,3.5594,0.51,192.9681,91.9979,3.8584,8.9643,7.1532,,,89600.0,79599.6797,47969.6797,1361920.0,1209915.1314
255,000713.SZ,丰乐种业,安徽,种植业,19970422,14.96,31.1358,1.87,114.6482,95.7911,3.9029,2.7293,2.6933,0.1337,0.1337,43858.2129,39924.8262,27100.3332,656118.865,597275.4
256,000715.SZ,中兴商业,辽宁,百货,19970508,4.18,1.0616,1.0,11.2604,31.7642,1.187,0.6431,1.3296,1.9139,1.9139,41571.894,41505.9494,14588.8043,173770.5169,173494.8685
257,000716.SZ,黑芝麻,广西,食品,19970418,3.12,0.8925,0.63,68.5826,,0.8621,0.5186,0.5981,0.641,0.641,74399.955,67848.0382,45017.4094,232127.8596,211685.8792
258,000717.SZ,韶钢松山,广东,普钢,19970508,4.03,1.3005,0.68,5.3471,5.584,1.1008,0.3346,0.3252,3.7221,3.7221,241952.441,241952.441,113601.152,975068.3372,975068.3372
259,000718.SZ,苏宁环球,吉林,区域地产,19970408,3.79,2.897,0.48,9.3438,9.032,1.3968,2.9308,2.9694,7.1649,7.1649,303463.6384,228918.2406,133282.2601,1150127.1895,867600.1319
260,000719.SZ,中原传媒,河南,出版业,19970331,6.69,0.7206,0.66,8.2617,7.4753,0.7699,0.7207,0.7,4.1854,4.1854,102320.3749,66714.7543,37897.2065,684523.3081,446321.7063
261,000720.SZ,新能泰山,山东,区域地产,19970509,3.5,0.549,0.39,9.2843,371.8024,1.8812,1.2607,1.7993,,,128965.0962,86346.0,67757.9241,451377.8367,302211.0
262,000721.SZ,西安饮食,陕西,酒店餐饮,19970430,3.72,1.0195,0.63,,,3.4815,3.7096,5.3614,,,49905.592,43595.2795,32669.3545,185648.8022,162174.4397
263,000722.SZ,湖南发展,湖南,水力发电,19970522,5.91,1.0538,0.67,19.827,30.6807,0.9037,11.2484,14.0393,0.846,0.846,46415.8282,46415.8282,21834.2131,274317.5447,274317.5447
264,000723.SZ,美锦能源,山西,焦炭加工,19970515,6.64,11.7573,2.56,28.3332,45.8408,3.1376,1.9218,2.2076,,,407809.3052,377397.1471,178406.5076,2707853.7865,2505917.0567
